신호 추적 로그 - BTC_USDT (Long)
생성 일시: 2026-05-05 02:10:33.376754
신호 조건: prob >= 0.35, TP=4.50%, SL=-1.50%, horizon=72 bars

총 신호 903건 | 적중률 48.95%

========================================================================================================================
date                | prob   | MFE%    | MAE%    | result | ret%    | bars | reason
2026-04-17 10:55:00 | 37.89% |  +3.845% |  +0.000% | WIN    |  +3.434% |   72 | 시간종료 양수
2026-04-17 11:00:00 | 37.87% |  +3.774% |  -0.015% | WIN    |  +3.373% |   72 | 시간종료 양수
2026-04-17 11:05:00 | 37.88% |  +3.711% |  -0.077% | WIN    |  +2.939% |   72 | 시간종료 양수
2026-04-17 11:10:00 | 37.88% |  +3.790% |  +0.000% | WIN    |  +2.899% |   72 | 시간종료 양수
2026-04-17 11:15:00 | 37.84% |  +3.641% |  -0.044% | WIN    |  +2.773% |   72 | 시간종료 양수
2026-04-17 11:20:00 | 37.83% |  +3.610% |  -0.074% | WIN    |  +2.340% |   72 | 시간종료 양수
2026-04-17 11:25:00 | 37.77% |  +3.588% |  -0.096% | WIN    |  +2.355% |   72 | 시간종료 양수
2026-04-17 11:30:00 | 37.70% |  +3.457% |  -0.221% | WIN    |  +2.508% |   72 | 시간종료 양수
2026-04-17 11:35:00 | 37.67% |  +3.551% |  -0.131% | WIN    |  +2.581% |   72 | 시간종료 양수
2026-04-17 11:40:00 | 37.55% |  +3.687% |  +0.000% | WIN    |  +2.744% |   72 | 시간종료 양수
2026-04-17 11:45:00 | 37.45% |  +3.563% |  +0.000% | WIN    |  +2.761% |   72 | 시간종료 양수
2026-04-17 11:50:00 | 37.37% |  +3.437% |  +0.000% | WIN    |  +2.590% |   72 | 시간종료 양수
2026-04-17 11:55:00 | 37.31% |  +3.409% |  -0.017% | WIN    |  +2.550% |   72 | 시간종료 양수
2026-04-17 12:00:00 | 37.21% |  +3.427% |  +0.000% | WIN    |  +2.319% |   72 | 시간종료 양수
2026-04-20 08:15:00 | 37.75% |  +0.695% |  -0.393% | WIN    |  +0.407% |   72 | 시간종료 양수
2026-04-20 08:20:00 | 37.75% |  +0.905% |  -0.201% | WIN    |  +0.905% |   72 | 시간종료 양수
2026-04-20 08:25:00 | 37.74% |  +0.996% |  -0.172% | WIN    |  +0.996% |   72 | 시간종료 양수
2026-04-20 08:30:00 | 37.70% |  +0.914% |  -0.253% | WIN    |  +0.867% |   72 | 시간종료 양수
2026-04-20 08:35:00 | 37.64% |  +1.039% |  -0.130% | WIN    |  +0.898% |   72 | 시간종료 양수
2026-04-20 08:40:00 | 37.57% |  +0.994% |  -0.174% | WIN    |  +0.681% |   72 | 시간종료 양수
2026-04-20 08:45:00 | 37.50% |  +1.141% |  -0.029% | WIN    |  +0.920% |   72 | 시간종료 양수
2026-04-20 08:50:00 | 37.47% |  +1.170% |  +0.000% | WIN    |  +0.440% |   72 | 시간종료 양수
2026-04-20 08:55:00 | 37.43% |  +1.119% |  -0.009% | WIN    |  +0.411% |   72 | 시간종료 양수
2026-04-20 09:00:00 | 37.39% |  +1.128% |  +0.000% | WIN    |  +0.098% |   72 | 시간종료 양수
2026-04-20 09:05:00 | 37.37% |  +0.821% |  -0.206% | LOSS   |  -0.191% |   72 | SL/음수 종료
2026-04-20 09:10:00 | 37.40% |  +0.706% |  -0.319% | WIN    |  +0.035% |   72 | 시간종료 양수
2026-04-20 09:15:00 | 37.33% |  +0.688% |  -0.338% | WIN    |  +0.174% |   72 | 시간종료 양수
2026-04-20 09:20:00 | 37.22% |  +0.648% |  -0.377% | WIN    |  +0.463% |   72 | 시간종료 양수
2026-04-20 09:25:00 | 37.13% |  +0.965% |  -0.308% | WIN    |  +0.965% |   72 | 시간종료 양수
2026-04-20 09:30:00 | 37.04% |  +1.020% |  -0.254% | WIN    |  +0.777% |   72 | 시간종료 양수
2026-04-20 09:35:00 | 36.98% |  +0.824% |  -0.448% | WIN    |  +0.596% |   72 | 시간종료 양수
2026-04-20 09:40:00 | 36.96% |  +0.792% |  -0.478% | WIN    |  +0.575% |   72 | 시간종료 양수
2026-04-20 09:45:00 | 36.93% |  +0.877% |  -0.395% | WIN    |  +0.597% |   72 | 시간종료 양수
2026-04-20 10:50:00 | 37.16% |  +0.869% |  -0.403% | WIN    |  +0.346% |   72 | 시간종료 양수
2026-04-20 10:55:00 | 37.17% |  +0.968% |  -0.305% | WIN    |  +0.418% |   72 | 시간종료 양수
2026-04-20 11:00:00 | 37.18% |  +0.949% |  -0.324% | WIN    |  +0.578% |   72 | 시간종료 양수
2026-04-20 11:05:00 | 37.24% |  +0.780% |  -0.491% | WIN    |  +0.527% |   72 | 시간종료 양수
2026-04-20 11:10:00 | 37.27% |  +0.779% |  -0.492% | WIN    |  +0.635% |   72 | 시간종료 양수
2026-04-20 11:15:00 | 37.20% |  +0.873% |  -0.534% | WIN    |  +0.873% |   72 | 시간종료 양수
2026-04-20 11:20:00 | 37.14% |  +0.877% |  -0.530% | WIN    |  +0.739% |   72 | 시간종료 양수
2026-04-20 11:25:00 | 37.08% |  +0.916% |  -0.492% | WIN    |  +0.737% |   72 | 시간종료 양수
2026-04-20 11:30:00 | 36.98% |  +0.870% |  -0.537% | WIN    |  +0.613% |   72 | 시간종료 양수
2026-04-21 09:25:00 | 36.82% |  +0.773% |  -0.762% | LOSS   |  -0.728% |   72 | SL/음수 종료
2026-04-21 09:30:00 | 36.91% |  +0.843% |  -0.715% | LOSS   |  -0.715% |   72 | SL/음수 종료
2026-04-21 09:35:00 | 36.98% |  +0.729% |  -0.828% | LOSS   |  -0.663% |   72 | SL/음수 종료
2026-04-21 09:40:00 | 37.03% |  +0.692% |  -0.864% | LOSS   |  -0.801% |   72 | SL/음수 종료
2026-04-21 09:45:00 | 37.04% |  +0.709% |  -0.847% | LOSS   |  -0.709% |   72 | SL/음수 종료
2026-04-21 09:50:00 | 37.04% |  +0.687% |  -0.869% | LOSS   |  -0.820% |   72 | SL/음수 종료
2026-04-21 09:55:00 | 37.02% |  +0.614% |  -0.941% | LOSS   |  -0.699% |   72 | SL/음수 종료
2026-04-21 10:00:00 | 36.99% |  +0.547% |  -1.006% | LOSS   |  -0.743% |   72 | SL/음수 종료
2026-04-21 10:05:00 | 36.97% |  +0.475% |  -1.077% | LOSS   |  -0.667% |   72 | SL/음수 종료
2026-04-21 10:10:00 | 36.92% |  +0.522% |  -1.031% | LOSS   |  -0.618% |   72 | SL/음수 종료
2026-04-21 10:15:00 | 36.83% |  +0.467% |  -1.085% | LOSS   |  -0.668% |   72 | SL/음수 종료
2026-04-21 10:20:00 | 36.73% |  +0.346% |  -1.205% | LOSS   |  -0.880% |   72 | SL/음수 종료
2026-04-21 11:55:00 | 36.84% |  +0.070% |  -1.774% | LOSS   |  -1.774% |   64 | SL 선터치
2026-04-21 12:00:00 | 36.82% |  +0.143% |  -1.702% | LOSS   |  -1.702% |   63 | SL 선터치
2026-04-22 04:10:00 | 37.69% |  +0.988% |  -0.092% | WIN    |  +0.703% |   72 | 시간종료 양수
2026-04-22 04:15:00 | 37.63% |  +1.045% |  -0.036% | WIN    |  +0.739% |   72 | 시간종료 양수
2026-04-22 04:20:00 | 37.56% |  +1.081% |  +0.000% | WIN    |  +0.730% |   72 | 시간종료 양수
2026-04-22 04:25:00 | 37.50% |  +0.968% |  -0.044% | WIN    |  +0.715% |   72 | 시간종료 양수
2026-04-22 04:30:00 | 37.43% |  +0.985% |  -0.027% | WIN    |  +0.870% |   72 | 시간종료 양수
2026-04-22 04:35:00 | 37.33% |  +0.784% |  -0.226% | WIN    |  +0.633% |   72 | 시간종료 양수
2026-04-22 04:40:00 | 37.22% |  +0.899% |  -0.112% | WIN    |  +0.722% |   72 | 시간종료 양수
2026-04-22 06:25:00 | 37.57% |  +0.590% |  -0.106% | WIN    |  +0.273% |   72 | 시간종료 양수
2026-04-22 06:30:00 | 37.60% |  +0.640% |  -0.056% | WIN    |  +0.378% |   72 | 시간종료 양수
2026-04-22 06:35:00 | 37.63% |  +0.623% |  -0.073% | WIN    |  +0.338% |   72 | 시간종료 양수
2026-04-22 06:40:00 | 37.65% |  +0.590% |  -0.106% | WIN    |  +0.283% |   72 | 시간종료 양수
2026-04-22 06:45:00 | 37.65% |  +0.599% |  -0.097% | WIN    |  +0.280% |   72 | 시간종료 양수
2026-04-22 06:50:00 | 37.61% |  +0.531% |  -0.165% | WIN    |  +0.296% |   72 | 시간종료 양수
2026-04-22 06:55:00 | 37.55% |  +0.538% |  -0.158% | WIN    |  +0.288% |   72 | 시간종료 양수
2026-04-22 07:00:00 | 37.45% |  +0.550% |  -0.146% | WIN    |  +0.374% |   72 | 시간종료 양수
2026-04-22 07:05:00 | 37.37% |  +0.494% |  -0.201% | WIN    |  +0.282% |   72 | 시간종료 양수
2026-04-22 07:10:00 | 37.26% |  +0.415% |  -0.280% | WIN    |  +0.344% |   72 | 시간종료 양수
2026-04-22 07:15:00 | 37.12% |  +0.613% |  -0.108% | WIN    |  +0.613% |   72 | 시간종료 양수
2026-04-22 07:20:00 | 36.99% |  +0.748% |  +0.000% | WIN    |  +0.748% |   72 | 시간종료 양수
2026-04-22 07:25:00 | 36.94% |  +0.741% |  +0.000% | WIN    |  +0.741% |   72 | 시간종료 양수
2026-04-22 07:30:00 | 36.87% |  +0.730% |  -0.001% | WIN    |  +0.697% |   72 | 시간종료 양수
2026-04-23 10:55:00 | 36.43% |  +1.518% |  -0.021% | WIN    |  +0.892% |   72 | 시간종료 양수
2026-04-23 11:00:00 | 36.44% |  +1.392% |  -0.145% | WIN    |  +0.538% |   72 | 시간종료 양수
2026-04-24 12:30:00 | 37.65% |  +0.245% |  -1.009% | LOSS   |  -0.807% |   72 | SL/음수 종료
2026-04-24 12:35:00 | 37.64% |  +0.244% |  -1.009% | LOSS   |  -0.855% |   72 | SL/음수 종료
2026-04-24 12:40:00 | 37.64% |  +0.266% |  -0.988% | LOSS   |  -0.791% |   72 | SL/음수 종료
2026-04-24 12:45:00 | 37.60% |  +0.339% |  -0.916% | LOSS   |  -0.740% |   72 | SL/음수 종료
2026-04-24 12:50:00 | 37.56% |  +0.465% |  -0.792% | LOSS   |  -0.582% |   72 | SL/음수 종료
2026-04-24 12:55:00 | 37.53% |  +0.171% |  -1.082% | LOSS   |  -0.829% |   72 | SL/음수 종료
2026-04-24 13:00:00 | 37.46% |  +0.040% |  -1.211% | LOSS   |  -0.922% |   72 | SL/음수 종료
2026-04-24 13:05:00 | 37.44% |  +0.029% |  -1.222% | LOSS   |  -0.990% |   72 | SL/음수 종료
2026-04-26 06:20:00 | 37.11% |  +0.274% |  -0.008% | WIN    |  +0.094% |   72 | 시간종료 양수
2026-04-26 06:25:00 | 37.13% |  +0.254% |  -0.028% | WIN    |  +0.043% |   72 | 시간종료 양수
2026-04-26 06:30:00 | 37.15% |  +0.271% |  -0.012% | WIN    |  +0.055% |   72 | 시간종료 양수
2026-04-26 06:35:00 | 37.14% |  +0.217% |  -0.065% | WIN    |  +0.022% |   72 | 시간종료 양수
2026-04-26 06:40:00 | 37.10% |  +0.173% |  -0.109% | LOSS   |  -0.076% |   72 | SL/음수 종료
2026-04-26 06:45:00 | 37.06% |  +0.282% |  -0.109% | LOSS   |  -0.109% |   72 | SL/음수 종료
2026-04-26 06:50:00 | 37.00% |  +0.231% |  -0.160% | LOSS   |  -0.160% |   72 | SL/음수 종료
2026-04-26 06:55:00 | 36.92% |  +0.190% |  -0.210% | LOSS   |  -0.210% |   72 | SL/음수 종료
2026-04-26 07:00:00 | 36.78% |  +0.203% |  -0.197% | LOSS   |  -0.187% |   72 | SL/음수 종료
2026-04-27 06:20:00 | 37.88% |  +0.177% |  -0.340% | LOSS   |  -0.099% |   72 | SL/음수 종료
2026-04-27 06:25:00 | 37.92% |  +0.314% |  -0.204% | WIN    |  +0.020% |   72 | 시간종료 양수
2026-04-27 06:30:00 | 37.95% |  +0.466% |  -0.053% | WIN    |  +0.146% |   72 | 시간종료 양수
2026-04-27 06:45:00 | 37.94% |  +0.338% |  -0.180% | WIN    |  +0.078% |   72 | 시간종료 양수
2026-04-27 06:50:00 | 37.87% |  +0.336% |  -0.182% | LOSS   |  -0.041% |   72 | SL/음수 종료
2026-04-27 06:55:00 | 37.76% |  +0.354% |  -0.164% | LOSS   |  -0.046% |   72 | SL/음수 종료
2026-04-27 07:00:00 | 37.58% |  +0.390% |  -0.128% | LOSS   |  -0.021% |   72 | SL/음수 종료
2026-04-27 07:05:00 | 37.44% |  +0.458% |  -0.061% | WIN    |  +0.169% |   72 | 시간종료 양수
2026-04-27 07:10:00 | 37.29% |  +0.427% |  -0.091% | WIN    |  +0.079% |   72 | 시간종료 양수
2026-04-27 07:15:00 | 37.14% |  +0.381% |  -0.137% | WIN    |  +0.095% |   72 | 시간종료 양수
2026-04-27 07:20:00 | 37.03% |  +0.358% |  -0.160% | WIN    |  +0.112% |   72 | 시간종료 양수
2026-04-27 07:25:00 | 36.91% |  +0.374% |  -0.145% | WIN    |  +0.028% |   72 | 시간종료 양수
2026-04-27 16:20:00 | 37.97% |  +0.371% |  -0.192% | WIN    |  +0.168% |   72 | 시간종료 양수
2026-04-27 16:25:00 | 38.00% |  +0.349% |  -0.214% | WIN    |  +0.288% |   72 | 시간종료 양수
2026-04-27 16:30:00 | 38.01% |  +0.324% |  -0.239% | WIN    |  +0.251% |   72 | 시간종료 양수
2026-04-27 16:35:00 | 38.00% |  +0.394% |  -0.169% | WIN    |  +0.324% |   72 | 시간종료 양수
2026-04-27 16:40:00 | 37.97% |  +0.538% |  -0.026% | WIN    |  +0.523% |   72 | 시간종료 양수
2026-04-27 16:45:00 | 37.93% |  +0.584% |  -0.041% | WIN    |  +0.584% |   72 | 시간종료 양수
2026-04-27 16:50:00 | 37.86% |  +0.540% |  -0.106% | WIN    |  +0.540% |   72 | 시간종료 양수
2026-04-27 16:55:00 | 37.79% |  +0.595% |  -0.051% | WIN    |  +0.578% |   72 | 시간종료 양수
2026-04-27 17:00:00 | 37.71% |  +0.378% |  -0.267% | WIN    |  +0.367% |   72 | 시간종료 양수
2026-04-29 11:30:00 | 38.28% |  +0.021% |  -1.635% | LOSS   |  -1.635% |   43 | SL 선터치
2026-04-29 11:35:00 | 38.26% |  +0.000% |  -1.503% | LOSS   |  -1.503% |   41 | SL 선터치
2026-04-29 11:40:00 | 38.22% |  +0.031% |  -1.617% | LOSS   |  -1.617% |   41 | SL 선터치
2026-04-29 11:45:00 | 38.16% |  +0.032% |  -1.616% | LOSS   |  -1.616% |   40 | SL 선터치
2026-04-29 11:50:00 | 38.13% |  +0.005% |  -1.643% | LOSS   |  -1.643% |   39 | SL 선터치
2026-05-01 09:55:00 | 37.45% |  +1.954% |  -0.138% | WIN    |  +1.526% |   72 | 시간종료 양수
2026-05-01 14:50:00 | 38.38% |  +0.467% |  -0.588% | LOSS   |  -0.588% |   72 | SL/음수 종료
2026-05-01 14:55:00 | 38.38% |  +0.415% |  -0.639% | LOSS   |  -0.613% |   72 | SL/음수 종료
2026-05-01 15:05:00 | 38.23% |  +0.476% |  -0.579% | LOSS   |  -0.446% |   72 | SL/음수 종료
2026-05-01 15:10:00 | 38.12% |  +0.283% |  -0.769% | LOSS   |  -0.645% |   72 | SL/음수 종료
2026-05-01 15:15:00 | 38.04% |  +0.260% |  -0.792% | LOSS   |  -0.650% |   72 | SL/음수 종료
2026-05-01 15:20:00 | 37.99% |  +0.262% |  -0.790% | LOSS   |  -0.662% |   72 | SL/음수 종료
2026-05-01 15:30:00 | 37.79% |  +0.116% |  -0.935% | LOSS   |  -0.626% |   72 | SL/음수 종료
2026-05-01 15:35:00 | 37.65% |  +0.000% |  -1.049% | LOSS   |  -0.706% |   72 | SL/음수 종료
2026-05-04 03:55:00 | 37.76% |  +0.258% |  -0.839% | LOSS   |  -0.610% |   72 | SL/음수 종료
2026-05-04 04:00:00 | 37.70% |  +0.060% |  -1.558% | LOSS   |  -1.558% |   72 | SL 선터치
2026-05-04 04:05:00 | 37.66% |  +0.117% |  -1.502% | LOSS   |  -1.502% |   71 | SL 선터치
2026-05-04 04:10:00 | 37.58% |  +0.112% |  -1.507% | LOSS   |  -1.507% |   70 | SL 선터치
2026-05-04 04:15:00 | 37.47% |  +0.000% |  -1.617% | LOSS   |  -1.617% |   69 | SL 선터치
2026-05-04 11:05:00 | 37.96% |  +0.089% |  -0.404% | LOSS   |  -0.065% |   25 | SL/음수 종료
2026-05-04 11:10:00 | 38.06% |  +0.059% |  -0.434% | LOSS   |  -0.096% |   24 | SL/음수 종료
2026-05-04 11:15:00 | 38.12% |  +0.000% |  -0.492% | LOSS   |  -0.154% |   23 | SL/음수 종료
2026-05-04 11:20:00 | 38.15% |  +0.050% |  -0.318% | WIN    |  +0.020% |   22 | 시간종료 양수
2026-05-04 11:25:00 | 38.16% |  +0.057% |  -0.311% | WIN    |  +0.028% |   21 | 시간종료 양수
2026-05-04 11:30:00 | 38.15% |  +0.101% |  -0.267% | WIN    |  +0.072% |   20 | 시간종료 양수
2026-05-04 11:35:00 | 38.11% |  +0.304% |  -0.065% | WIN    |  +0.274% |   19 | 시간종료 양수
2026-05-04 11:40:00 | 38.14% |  +0.337% |  -0.032% | WIN    |  +0.308% |   18 | 시간종료 양수
2026-05-04 11:45:00 | 38.11% |  +0.284% |  -0.085% | WIN    |  +0.254% |   17 | 시간종료 양수
2026-05-04 11:50:00 | 38.08% |  +0.217% |  -0.151% | WIN    |  +0.188% |   16 | 시간종료 양수
2026-05-04 11:55:00 | 38.04% |  +0.263% |  -0.106% | WIN    |  +0.234% |   15 | 시간종료 양수
2026-05-04 12:00:00 | 37.99% |  +0.230% |  -0.139% | WIN    |  +0.200% |   14 | 시간종료 양수
2026-05-04 12:05:00 | 37.94% |  +0.289% |  -0.079% | WIN    |  +0.260% |   13 | 시간종료 양수
2026-05-04 12:10:00 | 37.86% |  +0.248% |  -0.121% | WIN    |  +0.218% |   12 | 시간종료 양수
2026-05-04 12:15:00 | 37.76% |  +0.052% |  -0.316% | WIN    |  +0.022% |   11 | 시간종료 양수
2026-05-04 12:20:00 | 37.70% |  +0.048% |  -0.320% | WIN    |  +0.019% |   10 | 시간종료 양수
2026-05-04 12:25:00 | 37.61% |  +0.049% |  -0.319% | WIN    |  +0.020% |    9 | 시간종료 양수
2026-05-04 12:30:00 | 37.47% |  +0.190% |  -0.179% | WIN    |  +0.161% |    8 | 시간종료 양수
2026-05-04 12:35:00 | 37.31% |  +0.095% |  -0.273% | WIN    |  +0.066% |    7 | 시간종료 양수
2026-05-04 12:40:00 | 37.17% |  +0.011% |  -0.357% | LOSS   |  -0.019% |    6 | SL/음수 종료
